,maxA,MVDeriv,meanA,varA,medA,minA
81,-19.102975593130765,-0.009062787051446492,-3.509009123099254,-59.747660374386626,-2.2686376767591803,1.319548104043614
82,-16.673108036819414,-0.007573016570747966,-3.040770427346427,-53.79147844896265,-2.273214850125127,-0.5247005593719107
83,-15.659174370145557,-0.008266485534606788,-3.3370207282642266,-63.613687882996686,-1.5052788977211424,-0.22838861226193785
84,-19.425762875966363,-0.008534420167171302,-3.128669208738433,-62.99809301747207,-1.429582716401299,0.3226584509855286
85,-17.466911206586225,-0.007833028831801953,-2.936791137621915,-63.836495099078434,-1.3559496921022642,0.05659152731334949
86,-16.495978756346386,-0.007069992999090587,-3.063432695545897,-60.02645198344226,-1.319870148048924,0.23243292338062904
87,-19.124061172146863,-0.007790146070015957,-3.213423825555491,-67.31146887542197,-1.2809865170441128,1.41257052136514
88,-18.307585799467347,-0.007760115639897292,-2.890114010681792,-65.53833526917764,-1.1397610315670867,1.7363863990670572
89,-18.686204408551777,-0.008178570099208698,-3.4980771602367664,-66.17703169322023,-2.0833626623892147,1.6797828790516416
90,-17.917086126079546,-0.007590591413823884,-2.7824984325790787,-64.68834907890148,-1.3441327386950626,2.160872033368423
91,-20.767398822360963,-0.007830391811632281,-3.672154616015602,-62.68546585875049,-1.9189557318822636,0.2834813899793396
92,-19.072367855502492,-0.0072650242963426225,-2.8579825359772855,-63.40036887800015,-0.9358633390391091,1.7882276335106324
93,-19.565948849227002,-0.008061344313262681,-3.58845632276393,-64.32871755716202,-1.2296072695429814,0.7524179967677345
94,-17.360572912036233,-0.007309180849687147,-2.8875662717711723,-59.144631904712554,-0.6838170360782598,0.2714067292850544
95,-15.092549737907689,-0.0072032366786780044,-3.4428022834142364,-60.51329940266171,-2.007387506924591,0.8269595368839688
96,-19.67415683801273,-0.007075679796233627,-2.910615999981463,-62.07980008983616,-0.978661313110452,-0.10813116580886328
97,-18.025842728964964,-0.008072385471380533,-3.3595139308515396,-67.32139371264144,-1.5734728370789863,1.1084547623917906
98,-16.767907575998525,-0.007547386396485098,-2.9611709841241662,-63.71284057521373,-0.615015010426788,0.6029716906147842
99,-21.673267704355013,-0.007460047532206724,-3.15986709529059,-66.84887395904168,-0.9962572107182801,0.8733709990152372
100,-17.463555665228057,-0.007070262866140785,-3.4758728803345935,-63.36403391463925,-2.224411704533887,1.4204817801166802
101,-17.451067017317794,-0.007609042788358894,-2.8303528487110086,-64.71824268936774,-0.4157441191948479,1.2718752190964082
102,-18.330885069713318,-0.007070940859346573,-3.628103720310868,-59.22126710768484,-2.0227501836533577,-0.549136692101968
103,-14.745406381512264,-0.00723468655448028,-2.619475909026198,-58.94122052227914,-0.59804579167103,0.3610395846325476
104,-20.389673560981613,-0.008473794540338147,-3.69027772498689,-65.10155337510463,-1.9208651687382474,0.5858170803437917
105,-18.373784180279117,-0.00810561409729227,-2.913892119496575,-65.52541230799011,-0.6639569735244475,2.0285316683943133
106,-21.876266141135787,-0.008870175467297134,-3.601308582302309,-67.20741181154894,-1.7409214486679332,1.778842392069766
107,-21.19525834537167,-0.008141379609262445,-3.2278824447245213,-66.44408044634457,-1.3954976286444847,1.9268489658376753
108,-21.021240307745007,-0.00851532423796365,-3.16524505872818,-65.56135533744886,-1.3117131332395555,1.9910473936807653
109,-18.784416859843635,-0.007895504090955009,-3.028528758493149,-65.92019131606746,-1.3992070311245346,1.6476617201452477
110,-17.28458975308239,-0.008344856274565667,-3.0101283819106115,-64.75735089428106,-1.5216785651367655,2.3997221817727574
111,-15.689892639344063,-0.008038076987592013,-3.2484128293667336,-61.66265367501626,-1.5636500107117435,1.0342744190562447
112,-11.448598653522982,-0.006983812221812652,-2.7662354115591103,-54.273067333275456,-1.1122046932188248,0.3788539612673718
113,-14.79008085183738,-0.007659270209784746,-3.320053387299378,-61.187151514066855,-1.9295891863836783,1.402864900098579
114,-13.159245003552538,-0.007340715456072237,-3.1461259391400596,-59.27273582402624,-1.1545437583933733,0.31748177528414434
115,-14.25951553131172,-0.006072172726659796,-2.5052909409925785,-59.42933700159681,-1.2649967420889183,1.3424116461794222
116,-17.881818795448847,-0.006977094637911484,-3.6410316446140083,-60.8901861715409,-2.3487787101315227,0.34034124239348174
117,-14.994471913948633,-0.006758412529769879,-2.4608811540412727,-59.765592510097406,-0.9220765353050897,0.668042837170038
118,-17.099845255289395,-0.007761759354277453,-2.9818114590307943,-63.77254354076194,-1.576290482664799,2.4663601276108738
119,-16.306493952732563,-0.007971239920257618,-3.2993362210726094,-64.8466988630472,-1.7649529759596305,1.7339647138203116
120,-17.98144334325016,-0.0081473588369534,-3.3297226822012735,-65.15992090640269,-1.6525419920418045,1.3455692612049859
121,-13.410134502501638,-0.007516429078513762,-3.167710595972551,-62.032733878258654,-1.6319239701676267,1.1724507271683509
122,-16.945500491527945,-0.008064492647038166,-3.177849195432808,-61.8317614123577,-1.44124965207045,1.6313472813204317
123,-18.1032630439663,-0.007502648052675748,-2.4474477128837737,-62.837368892908906,-0.501876831838409,0.020712389936729636
124,-15.356294630913812,-0.007458260669944808,-3.11908911802265,-63.3898057598626,-1.4620096542395942,1.047199020566211
125,-17.31265808692965,-0.007956068341307966,-3.0054096231583127,-62.789551684489226,-1.631107057456699,1.5710560798115116
126,-12.301423657511979,-0.0071953758652687355,-3.16042700296069,-62.41044762293997,-1.337442909234408,1.105570926932299
127,-18.577691108488608,-0.008013683004991183,-2.8520815752641493,-64.9409030149646,-1.081676867547774,1.9215699155689574
128,-18.876770595312234,-0.008231849838683069,-3.5766993695906937,-67.75791902604762,-1.6639787320326729,0.5099984429092466
129,-16.865770817218717,-0.0077098601363269305,-3.081434328223983,-66.78891730089484,-1.5287220833397122,1.6223203117120448
130,-20.43341340666118,-0.0075265085819531605,-3.2944792004890537,-66.04813335012402,-1.464558681950173,1.7530484378471947
131,-19.720600078129223,-0.008576389723522546,-3.333956367066037,-67.09212202667692,-1.9469166117835446,1.6108609491029773
132,-15.912547549148844,-0.007683174547261503,-2.980450167809364,-61.37787239201357,-1.361675754760661,2.2110099436428525
133,-17.496344697383332,-0.008274002041558958,-3.4230773222592017,-65.90875406228517,-1.9108953172786691,1.625801179622318
134,-16.62430641941847,-0.008396168718521241,-3.1469704378626897,-60.28033228774288,-1.0602124724515374,0.5814509524995657
135,-18.34728320334691,-0.008050124222068099,-2.610107675028356,-61.98067637329976,-0.1603751964458926,0.23395315024573815
136,-15.465843217419621,-0.00779288425791543,-3.4042709180751682,-61.49222880476495,-1.3784007775674922,0.859660883834664
137,-14.90312563112527,-0.007799210843483336,-3.203647020752962,-63.94348755852964,-1.6968087564901264,1.2929250997869302
138,-20.159110725813722,-0.00853760742771784,-3.196731370775842,-62.67021983730797,-1.4798015810046792,0.36041114960846343
139,-12.568189004259793,-0.007156590378197748,-3.1525591865841918,-58.414752366254376,-1.5038786968481546,0.7179626870356994
140,-15.855479508941926,-0.007290639159168078,-2.623997761891326,-61.595517685477475,-0.7461263416544384,1.9545977137696005
141,-18.624989833214475,-0.007878627210060295,-3.376061272106842,-65.2819716319549,-1.7581927587836041,1.0764525037524777
142,-20.379323076221667,-0.008590538941553632,-3.2803982312703432,-68.18065436708423,-1.25408136454792,3.1324328247340842
143,-19.81911773652353,-0.007822428280245477,-3.214860326944125,-67.84325817611027,-1.6041299710154497,3.1882174619276524
144,-15.100368126478934,-0.007157354801268974,-2.8063812406912216,-64.00037639727377,-1.0709229063299261,2.014785455781362
145,-16.99915181207727,-0.0071364373618841535,-3.4795976742368566,-62.99999683305807,-1.702793155043981,0.5116109355360532
146,-19.45639343898646,-0.008198687260085488,-3.0929162610116148,-65.36128009078816,-1.329209008128764,-0.6238451551645694
147,-19.034817452859954,-0.007954900004813187,-2.6596800052663134,-62.63249911551185,-1.5066686517895196,0.6989115146761176
148,-18.02008677225563,-0.007851500905018821,-3.5277028367636447,-58.12028296231283,-2.118792781916742,-1.5632381464453098
149,-21.66205906252546,-0.008104564036247514,-3.1219446456658524,-62.33954279631782,-1.1186171242188863,-0.026784410425901406
150,-20.24419607959222,-0.007270651990997742,-3.1750039239655568,-66.31703816841687,-1.4950514282598384,1.463165688840201
151,-19.00448360942716,-0.007259210178924088,-3.330882321181484,-66.18120622093492,-1.5201546442220604,-0.7524677157333923
152,-17.724234300697688,-0.007334707410673806,-2.998280780713806,-67.80768417445483,-1.4196166254363156,2.176250630503593
153,-19.294783028847178,-0.007460679298629561,-2.86096988682708,-67.24142918853218,-1.161539339775267,2.3560642467238226
154,-17.16571987833089,-0.006016769821178117,-3.2998455226898926,-64.29250861725626,-1.7186966256334824,1.6221450916605535
155,-18.021848915133774,-0.006177871092083953,-3.13802652767475,-64.23442461558024,-1.4763917640152613,1.6648974009859492
156,-18.853543945704125,-0.007204620924053329,-3.266495768110003,-60.813300540174275,-1.4289265676669967,-1.3122363669234947
157,-20.0808908374687,-0.007391482210221746,-3.1098428709364114,-66.57340576210812,-1.472392860709924,1.686496998583209
158,-14.452425831145487,-0.0067983218030543795,-2.8441604023168523,-58.6937421260193,-1.6514202186871376,1.1840513280811793
159,-12.44790352038073,-0.006990823380060022,-3.1653954953341703,-50.02003766166859,-2.0276701774012906,-1.4095287395225564
160,-17.52142036897005,-0.007756850146869847,-3.4337692752046234,-63.92457007267014,-1.8205597143844265,0.2923047689688518
161,-19.985342884332564,-0.007865991894179608,-2.8378073601257015,-62.216130970269234,-0.9600019269146358,0.12542138698422534
162,-18.4873273019649,-0.0075860093831625714,-3.1972927713183044,-59.35406117037761,-2.1401443332446544,-0.07792196480717761
163,-20.2714909300181,-0.008264420348746323,-3.1859804627924113,-64.76485635064262,-2.0686111775977736,1.9758326365684402
164,-21.763514378507473,-0.007916580419469983,-3.4456909406759006,-67.43416314855519,-1.7075701588445291,1.7675550679068026
165,-16.600991616082386,-0.008135168878989452,-2.4162389532243296,-65.45719506732149,-0.3995250254420526,2.8099004203019664
166,-22.899233465067788,-0.008392710388175989,-2.7011358200399354,-68.59459853712596,-1.2178949458439394,2.1474661561643833
167,-21.83175706626429,-0.008516368257524626,-3.114520360517645,-63.89185560693029,-0.5488279614811411,0.926547220388823
168,-19.513405895582995,-0.008167034862821871,-3.353394259766155,-60.392727205831434,-0.6513266639543076,-0.5544023429427596
169,-20.808069028566415,-0.008387360734611332,-3.1376606927253956,-67.16020187658131,-0.898328231540642,0.5308162939201724
170,-21.684518322366532,-0.008401927438507517,-3.3610678115480788,-61.827194974647014,-1.072021896962367,-0.6919045878356807
171,-20.803349462879996,-0.008551956667732126,-2.4628090378903256,-59.126586945620744,-0.7239828921844627,0.07496676029594784
172,-22.507765649556152,-0.008841659256406762,-3.6297767664577485,-63.50020006490691,-1.1721937782107759,0.411111609429784
173,-21.509779277150738,-0.008235245360399181,-3.2242132093170657,-62.672463056446,-0.6922109721898231,-0.12239694289914693
174,-18.817328477492072,-0.008212963210911556,-3.086287869764977,-55.90537117509726,-1.321307621385822,0.015262957614292638
175,-19.102421256766704,-0.008644779275810184,-2.9440125115755507,-57.873277092104836,-1.0968343655668633,0.09535055801797876
176,-21.838248479140905,-0.008410732367338851,-3.4524296877020966,-66.81988938496457,-1.5432935815095519,1.0808450487867063
177,-21.013538831258586,-0.007961886663351984,-2.972070127629646,-66.04682174098089,-1.1466433042089985,1.7359777619928538
178,-21.211299561382884,-0.008252152516397849,-3.1537007588866555,-68.02870449639805,-0.6840837207652335,2.1737546922718565
179,-20.75083178072623,-0.008196505403429614,-2.994756306048954,-62.383500275337795,-0.8237357595639629,0.5757811491562981
180,-21.104667665905303,-0.008549599242879107,-3.7759607795568684,-59.557011937874364,-1.90702852673396,-0.37806328368896525
181,-21.91315935394983,-0.008529953249631213,-2.571326994430297,-65.4892118225426,-0.513751047959726,2.317941227444451
182,-23.545569129159063,-0.008628630362289579,-2.8913710295481945,-67.92790604560977,-0.41946068798744385,1.755225752941782
183,-21.924276246638627,-0.007410448113005454,-3.5054701833117274,-67.23660641746044,-1.485952310140707,1.5262944733665167
184,-20.940075056016315,-0.00886298653044487,-2.441554598371333,-65.90138138591466,-0.2602633797761911,1.6024455008467777
185,-21.139193475905564,-0.009070052426827888,-3.7047694882143833,-66.49473427868791,-1.9447725737814245,2.5268444002237107
186,-21.425610593730795,-0.008836219091700351,-3.0044674231183066,-65.47164600788805,-1.4849218965166227,2.7793075323217664
187,-20.79945063124135,-0.008779769235605259,-3.640787158976556,-65.4166209630597,-2.2041353396086265,0.8664531378856282
188,-22.17541821582358,-0.008845205841874846,-2.9580535077749683,-67.10613584313981,-1.1088927993515707,2.614161656163783
189,-22.21006931355332,-0.008951508684264427,-3.243554312957892,-68.0864341301918,-1.379632007639053,2.421007267512654
190,-21.080863920885715,-0.008903863963412386,-3.2101686692121163,-62.405497614378376,-0.8396533439360709,-0.3727484478425378
191,-24.171959909863205,-0.009281009481088037,-3.190537718834026,-68.37663705262389,-0.6852969380395937,1.5787204406708417
192,-23.766180013194653,-0.009109770169457267,-2.887229007876707,-69.34386422283947,-0.606640638350882,2.418593893955758
193,-23.98287734368475,-0.009061815872822778,-3.524693953908132,-68.23451567626128,-1.6330660823745866,2.0603218987833136
194,-23.599851030160536,-0.009032560396055614,-3.232249095087724,-69.60593065335698,-1.4063890869510516,3.1270018647442903
195,-23.16368661684944,-0.0089168941756373,-3.180498983681103,-68.08536180980126,-0.8533083100299592,2.515593262541535
196,-22.320255950035232,-0.008587664855749598,-3.5014886262439457,-68.03340990406102,-1.4989508496129993,2.2745604330219704
197,-20.70605157667011,-0.008709076683731255,-2.7261100753186653,-67.00858811663032,-0.5384713646704782,2.1334729278615336
198,-23.090108335379497,-0.008887531479438115,-3.3957953540816153,-66.07674820160422,-1.6479304800434136,1.4256369142688143
199,-21.303344912466844,-0.009042520657958852,-3.41905883606389,-65.20359977572232,-1.9324477824585315,2.2487428862218897
200,-19.876937152232653,-0.00873984891798279,-2.4618929207195848,-59.06509506717719,-0.21498220714626015,0.9792441794958009
201,-21.919979639058113,-0.008803418394343142,-3.795912114394026,-61.33710160467598,-2.5709071191393296,0.41012577509043346
202,-21.722414455969876,-0.00872140713021176,-3.433669141498193,-65.29249995559074,-2.1721161958080764,1.5470583577689938
203,-21.456898803422465,-0.008906740251385362,-2.409752305435866,-62.423970683019945,0.07838669213349192,0.20484074231049387
204,-18.689259497075206,-0.0086587361364661,-3.867885088732846,-60.923666891835566,-2.338103123348965,0.6469542193008264
205,-20.768490170527123,-0.008828530074703238,-2.995143898584919,-62.00953852870982,-0.9885682421184292,-0.6759705801585123
206,-18.4541416610328,-0.00876240269161891,-2.371598275735847,-61.33054684281226,0.3859939573916975,-0.13819172162881932
207,-19.998531958104135,-0.0088862602621219,-3.8398071949557444,-61.34518209017953,-2.003827525996506,0.3241896024244699
208,-20.74467683216039,-0.009174647485918085,-2.9892385283047336,-65.66845065586887,-0.45595495653256535,0.5991046156923954
209,-18.639447311601238,-0.008718387513274936,-2.437398028402132,-59.551154476775665,0.01421434698817059,-0.6798062778850626
210,-21.311933421362184,-0.008485172110915025,-3.696156575024098,-61.945618370738735,-1.4555760440527514,-1.7910547415779847
211,-20.442273209250555,-0.008543165766049278,-3.0199282930762514,-66.08733307334312,-1.2350847081483565,1.4551797233058075
212,-20.98589798225478,-0.008382033152358376,-2.74219405241678,-62.52141296521308,-0.5721024793891178,0.3134935193566424
213,-21.512326563490504,-0.009019343620642023,-3.7043560348615348,-66.27782611341073,-1.986453611279531,1.1784134460183742
214,-21.242556230262704,-0.008744533095506976,-2.168067702531131,-68.10515978102259,-0.7431692699538921,3.5241284358632106
215,-21.122222448742473,-0.009082367930818468,-3.564931509418761,-69.69892011797783,-1.609880696145444,3.2194132565578366
216,-20.41275436244346,-0.0087544835569602,-2.3797050274568665,-63.42170889097693,-0.40103795841553236,2.7939060013985877
217,-20.691480012435473,-0.008557936897250153,-3.5002879791290553,-65.180877449687,-1.1783857752763396,-0.3035146003963245
218,-21.447606315081895,-0.008871869815253057,-2.9989757840679783,-67.29641613650804,-1.1693287800721528,1.4180108732250014
219,-20.68593410071785,-0.008753287103599475,-3.269878716797713,-66.32542150908657,-1.3463371989459958,1.4542754927245802
220,-21.146361842689725,-0.008503152276624553,-3.1240995670058886,-69.05379987914911,-1.431096090448218,3.306304271431137
221,-21.45504956146171,-0.008985663910572551,-3.2001640780933194,-64.97449161392807,-1.272140611285483,1.2958821683143276
222,-23.69764917521877,-0.008905321226524151,-3.2603876690655103,-64.44034169295816,-0.7826352324181638,-1.3612607948055357
223,-9.051510379187864,-0.006781276101625723,-2.7286017390564776,-44.13806841407496,-1.4315295420743617,-2.07542448394769
224,-24.06036239836517,-0.00897608623170116,-3.208074017575605,-69.35564723690642,-0.7687367034432206,2.187662266580018
225,-20.84293306219964,-0.008993346057841186,-2.6134699010224516,-66.54341092115732,-1.2662035022979836,3.5279231956702723
226,-19.839044839938705,-0.00855748179629397,-3.3614782585560476,-60.927982466096424,-2.0341963475103846,0.9244527855640268
227,-21.72839683230534,-0.009130320970249706,-3.1451146043808382,-66.93051816871716,-1.076768646592262,2.134015393263799
228,-20.258905779040152,-0.007779751634679364,-2.75530625623532,-66.08583535328783,-0.9413062324597394,1.68606770643067
229,-19.159617752851588,-0.0077924821310925325,-2.3104756830541042,-62.08378862178411,0.035297165859653035,1.0312811201687966
230,-19.18290844479358,-0.008272062147379609,-2.3105610045537865,-62.47225597815841,-0.6503542232782973,1.961930727313483
231,-17.35038174961371,-0.008696570980413902,-3.599230747782018,-57.5298939986084,-0.9584872285417099,-0.49735351028301755
232,-16.205546912709487,-0.008348739941584053,-2.668242493070389,-60.489704791612716,-0.3824400731293611,-0.0024591255630350695
233,-20.922995009587332,-0.00905152669082035,-2.8958087234092424,-63.22175568956902,-0.5336337882669486,0.6004178399781663
234,-22.176712049012053,-0.009091134576317477,-3.204269322350786,-65.15459657223248,-1.1642008664143226,0.9841971904574178
235,-21.35726463227906,-0.009233366276833051,-3.4007806172824786,-64.04045510992458,-1.039763112136967,0.5341913224562322
236,-23.16830828542435,-0.009157683875118984,-3.2375688326407115,-67.51859206777222,-1.3909575752499208,1.4491052112883365
237,-20.982194131659483,-0.009106120015838033,-2.76043209096653,-63.86456171948605,-1.1180319138093608,1.899824875640805
238,-22.263709793411564,-0.008947532453751699,-3.2552810575417155,-68.0123465962972,-1.7563539625602669,2.896547027454929
